InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
572224,23350,ROLL WRAP VINTAGE SPOT ,12,2011-10-21 13:46:00,1.25,16558,United Kingdom,15.0
562031,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,2011-08-01 17:37:00,2.08,16984,United Kingdom,10.4
572098,23295,SET OF 12 MINI LOAF BAKING CASES,8,2011-10-20 15:38:00,0.83,15117,United Kingdom,6.64
573002,85017B,ENVELOPE 50 BLOSSOM IMAGES,17,2011-10-27 12:09:00,0.42,14646,Netherlands,7.14
542741,22052,VINTAGE CARAVAN GIFT WRAP,25,2011-01-31 16:02:00,0.42,17375,United Kingdom,10.5
562951,22928,YELLOW GIANT GARDEN THERMOMETER,2,2011-08-11 09:57:00,5.95,14462,United Kingdom,11.9
564562,23203,JUMBO BAG VINTAGE DOILY ,10,2011-08-26 09:58:00,2.08,15203,United Kingdom,20.8
544161,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-02-16 12:59:00,0.85,16875,United Kingdom,8.5
548650,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-04-01 13:22:00,1.45,14852,United Kingdom,17.4
553870,22699,ROSES REGENCY TEACUP AND SAUCER ,2,2011-05-19 14:29:00,2.95,17980,United Kingdom,5.9
577550,22065,CHRISTMAS PUDDING TRINKET POT ,48,2011-11-20 15:05:00,0.39,17738,United Kingdom,18.72
578289,22274,FELTCRAFT DOLL EMILY,1,2011-11-23 14:07:00,2.95,17841,United Kingdom,2.95
555841,84192,ASSORTED COLOUR METAL CAT ,6,2011-06-07 12:47:00,1.25,14583,United Kingdom,7.5
575046,22197,POPCORN HOLDER,21,2011-11-08 12:09:00,0.85,15039,United Kingdom,17.849999999999998
545681,21755,LOVE BUILDING BLOCK WORD,4,2011-03-06 11:28:00,5.95,16923,United Kingdom,23.8
574310,22768,FAMILY PHOTO FRAME CORNICE,3,2011-11-03 16:56:00,9.95,13467,United Kingdom,29.849999999999998
544470,22519,CHILDS GARDEN BRUSH PINK,6,2011-02-21 08:38:00,2.1,12707,France,12.600000000000001
553161,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-05-13 15:48:00,0.83,12681,France,9.959999999999999
565519,22846,BREAD BIN DINER STYLE RED ,2,2011-09-05 11:52:00,16.95,12502,Spain,33.9
578099,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2011-11-23 08:05:00,1.95,12452,Switzerland,15.6
560253,23284,DOORMAT KEEP CALM AND COME IN,2,2011-07-17 12:52:00,7.95,13993,United Kingdom,15.9
580752,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-12-06 09:56:00,1.45,12478,Greece,17.4
573576,21907,I'M ON HOLIDAY METAL SIGN,1,2011-10-31 14:09:00,4.13,14096,United Kingdom,4.13
572552,20724,RED RETROSPOT CHARLOTTE BAG,3,2011-10-24 17:07:00,1.63,14096,United Kingdom,4.89
557798,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-06-23 09:38:00,0.55,16187,United Kingdom,13.200000000000001
552278,22980,PANTRY SCRUBBING BRUSH,2,2011-05-08 12:36:00,1.65,15059,United Kingdom,3.3
572703,23165,LARGE CERAMIC TOP STORAGE JAR,3,2011-10-25 14:35:00,1.65,16110,United Kingdom,4.949999999999999
557026,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,2011-06-16 13:14:00,1.65,16571,United Kingdom,19.799999999999997
556954,22789,T-LIGHT HOLDER SWEETHEART HANGING,8,2011-06-16 08:38:00,1.95,15585,United Kingdom,15.6
539019,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2010-12-15 14:12:00,2.95,17551,United Kingdom,2.95
569836,22273,FELTCRAFT DOLL MOLLY,12,2011-10-06 13:06:00,2.95,12910,United Kingdom,35.400000000000006
550439,22414,DOORMAT NEIGHBOURHOOD WITCH ,2,2011-04-18 12:17:00,7.95,18231,United Kingdom,15.9
577524,23489,VINTAGE BELLS GARLAND,9,2011-11-20 13:33:00,2.89,16905,United Kingdom,26.01
566023,21136,PAINTED METAL PEARS ASSORTED,24,2011-09-08 12:48:00,1.69,12955,United Kingdom,40.56
570332,23131,MISTLETOE HEART WREATH CREAM,6,2011-10-10 12:18:00,4.15,18169,United Kingdom,24.900000000000002
575167,22469,HEART OF WICKER SMALL,12,2011-11-08 17:09:00,1.65,15153,United Kingdom,19.799999999999997
557214,22467,GUMBALL COAT RACK,6,2011-06-17 12:20:00,2.55,17677,United Kingdom,15.299999999999999
544657,47566B,TEA TIME PARTY BUNTING,8,2011-02-22 13:08:00,4.95,14895,United Kingdom,39.6
579440,23084,RABBIT NIGHT LIGHT,6,2011-11-29 13:32:00,2.08,14388,United Kingdom,12.48
561625,22569,FELTCRAFT CUSHION BUTTERFLY,8,2011-07-28 14:03:00,3.75,16843,United Kingdom,30.0
543816,21035,SET/2 RED RETROSPOT TEA TOWELS ,2,2011-02-13 15:26:00,3.25,17841,United Kingdom,6.5
560120,22580,ADVENT CALENDAR GINGHAM SACK,3,2011-07-15 10:27:00,5.95,14907,United Kingdom,17.85
538527,22178,VICTORIAN GLASS HANGING T-LIGHT,192,2010-12-13 09:52:00,1.06,15361,United Kingdom,203.52
570206,48185,DOORMAT FAIRY CAKE,10,2011-10-09 10:13:00,7.08,15465,United Kingdom,70.8
542057,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,2,2011-01-25 11:57:00,3.75,15967,United Kingdom,7.5
569326,23108,SET OF 10 LED DOLLY LIGHTS,2,2011-10-03 12:47:00,6.25,14360,United Kingdom,12.5
563353,22405,MONEY BOX POCKET MONEY DESIGN,12,2011-08-15 14:32:00,1.25,15480,Malta,15.0
544277,35004B,SET OF 3 BLACK FLYING DUCKS,6,2011-02-17 11:58:00,5.45,13718,United Kingdom,32.7
551812,84674,FLYING PIG WATERING CAN,6,2011-05-04 11:39:00,2.95,15527,United Kingdom,17.700000000000003
575656,79321,CHILLI LIGHTS,4,2011-11-10 14:29:00,5.75,13319,United Kingdom,23.0
546915,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-03-18 08:31:00,2.95,15695,United Kingdom,17.700000000000003
540458,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,6,2011-01-07 12:28:00,3.75,12501,Germany,22.5
565438,23301,GARDENERS KNEELING PAD KEEP CALM ,1,2011-09-04 13:56:00,1.65,17229,United Kingdom,1.65
556685,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,1,2011-06-14 10:00:00,12.75,14503,United Kingdom,12.75
571809,22676,FRENCH BLUE METAL DOOR SIGN 1,1,2011-10-19 11:44:00,1.25,15039,United Kingdom,1.25
574544,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,2011-11-04 14:49:00,2.95,17084,United Kingdom,17.700000000000003
542595,48188,DOORMAT WELCOME PUPPIES,1,2011-01-30 10:19:00,7.95,14040,United Kingdom,7.95
559809,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,3,2011-07-12 14:57:00,2.1,16409,United Kingdom,6.300000000000001
544930,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-02-24 18:26:00,4.95,17472,United Kingdom,4.95
577602,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,2011-11-21 08:37:00,3.75,16139,United Kingdom,15.0
570179,21914,BLUE HARMONICA IN BOX ,12,2011-10-07 14:27:00,1.25,17509,United Kingdom,15.0
547799,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,30,2011-03-25 12:48:00,0.85,17139,United Kingdom,25.5
561867,22210,WOOD STAMP SET BEST WISHES,1,2011-07-31 10:59:00,0.83,16931,United Kingdom,0.83
555594,22469,HEART OF WICKER SMALL,12,2011-06-06 10:09:00,1.65,13880,United Kingdom,19.799999999999997
567344,85032C,CURIOUS IMAGES GIFT WRAP SET,12,2011-09-19 15:49:00,0.65,13704,United Kingdom,7.800000000000001
571039,22674,FRENCH TOILET SIGN BLUE METAL,2,2011-10-13 12:59:00,1.25,16121,United Kingdom,2.5
549234,22982,PANTRY PASTRY BRUSH,1,2011-04-07 11:12:00,1.25,16515,United Kingdom,1.25
566085,22219,LOVEBIRD HANGING DECORATION WHITE ,1,2011-09-09 10:12:00,0.85,17841,United Kingdom,0.85
573576,22134,MINI LADLE LOVE HEART RED ,1,2011-10-31 14:09:00,0.83,14096,United Kingdom,0.83
562540,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,2011-08-05 15:38:00,9.95,17400,United Kingdom,19.9
538645,22837,HOT WATER BOTTLE BABUSHKA ,4,2010-12-13 14:52:00,4.65,13269,United Kingdom,18.6
575701,35970,ZINC FOLKART SLEIGH BELLS,24,2011-11-10 16:59:00,1.69,13396,United Kingdom,40.56
574477,22694,WICKER STAR ,2,2011-11-04 12:21:00,2.1,15453,United Kingdom,4.2
579942,23531,WALL ART BIG LOVE ,3,2011-12-01 10:33:00,6.95,16145,United Kingdom,20.85
565434,22355,CHARLOTTE BAG SUKI DESIGN,5,2011-09-04 13:35:00,0.85,12867,United Kingdom,4.25
537382,22113,GREY HEART HOT WATER BOTTLE,4,2010-12-06 13:13:00,3.75,16710,United Kingdom,15.0
578153,23694,PAISLEY PARK CARD,12,2011-11-23 11:22:00,0.42,12748,United Kingdom,5.04
558773,21563,RED HEART SHAPE LOVE BUCKET ,1,2011-07-03 16:00:00,2.95,17781,United Kingdom,2.95
579954,21365,MIRRORED WALL ART STARS,24,2011-12-01 11:10:00,0.75,16701,United Kingdom,18.0
567306,22568,FELTCRAFT CUSHION OWL,48,2011-09-19 13:32:00,3.39,12752,Norway,162.72
550179,22617,BAKING SET SPACEBOY DESIGN,3,2011-04-14 17:29:00,4.95,15220,United Kingdom,14.850000000000001
579124,23356,LOVE HOT WATER BOTTLE,2,2011-11-28 12:14:00,5.95,15721,United Kingdom,11.9
569017,23515,EMBROIDERED RIBBON REEL DAISY ,6,2011-09-30 09:22:00,2.08,13813,Germany,12.48
552729,23171,REGENCY TEA PLATE GREEN ,12,2011-05-11 10:36:00,1.65,13089,United Kingdom,19.799999999999997
553002,82581,TOILET METAL SIGN,2,2011-05-12 15:26:00,0.55,13263,United Kingdom,1.1
565738,85049E,SCANDINAVIAN REDS RIBBONS,6,2011-09-06 12:30:00,1.25,14667,United Kingdom,7.5
539461,72801G,4 BURGUNDY WINE DINNER CANDLES,12,2010-12-19 10:21:00,1.25,17243,United Kingdom,15.0
547772,22480,RED TEA TOWEL CLASSIC DESIGN,1,2011-03-25 11:34:00,1.25,17979,United Kingdom,1.25
567141,22100,SKULLS SQUARE TISSUE BOX,36,2011-09-16 14:53:00,0.39,17370,United Kingdom,14.040000000000001
552970,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,360,2011-05-12 13:41:00,1.06,17388,United Kingdom,381.6
545021,22189,CREAM HEART CARD HOLDER,4,2011-02-25 14:11:00,3.95,17663,United Kingdom,15.8
580640,21901,"KEY FOB , BACK DOOR ",1,2011-12-05 12:51:00,0.65,16910,United Kingdom,0.65
576251,22496,SET OF 2 ROUND TINS DUTCH CHEESE,2,2011-11-14 13:51:00,2.95,16207,United Kingdom,5.9
573245,22595,GINGHAM HEART DECORATION,17,2011-10-28 12:08:00,0.85,17841,United Kingdom,14.45
539324,22584,PACK OF 6 PANNETONE GIFT BOXES,2,2010-12-16 19:51:00,2.55,14985,United Kingdom,5.1
565931,23377,PACK OF 12 DOLLY GIRL TISSUES,24,2011-09-08 10:35:00,0.39,12683,France,9.36
568558,21742,LARGE ROUND WICKER PLATTER ,2,2011-09-27 16:28:00,5.95,16354,United Kingdom,11.9
548499,85099B,JUMBO BAG RED RETROSPOT,4,2011-03-31 13:47:00,2.08,17075,United Kingdom,8.32
580652,22061,LARGE CAKE STAND  HANGING STRAWBERY,32,2011-12-05 13:33:00,2.95,17511,United Kingdom,94.4
570000,22509,SEWING BOX RETROSPOT DESIGN ,2,2011-10-07 08:55:00,16.95,12420,Cyprus,33.9
543359,72741,GRAND CHOCOLATECANDLE,9,2011-02-07 14:16:00,1.45,16332,United Kingdom,13.049999999999999
576655,23399,HOME SWEET HOME HANGING HEART,12,2011-11-16 10:55:00,0.85,15687,United Kingdom,10.2
551289,20728,LUNCH BAG CARS BLUE,30,2011-04-27 14:18:00,1.65,18226,United Kingdom,49.5
576062,22865,HAND WARMER OWL DESIGN,5,2011-11-13 15:30:00,2.1,12867,United Kingdom,10.5
559876,22385,JUMBO BAG SPACEBOY DESIGN,4,2011-07-13 11:09:00,2.08,15752,United Kingdom,8.32
578925,23580,SNACK TRAY HAPPY FOREST  ,2,2011-11-27 12:13:00,1.95,17365,United Kingdom,3.9
558767,22483,RED GINGHAM TEDDY BEAR ,2,2011-07-03 13:27:00,2.95,13833,United Kingdom,5.9
562276,85099F,JUMBO BAG STRAWBERRY,20,2011-08-04 10:23:00,2.08,17735,United Kingdom,41.6
543519,21238,RED RETROSPOT CUP,12,2011-02-09 11:38:00,0.85,17083,United Kingdom,10.2
574672,21232,STRAWBERRY CERAMIC TRINKET POT,1,2011-11-06 12:25:00,1.25,13532,United Kingdom,1.25
579167,21534,DAIRY MAID LARGE MILK JUG,1,2011-11-28 14:06:00,4.95,16800,United Kingdom,4.95
559989,21871,SAVE THE PLANET MUG,12,2011-07-14 12:21:00,1.25,13319,United Kingdom,15.0
547357,85186A,EASTER BUNNY GARLAND OF FLOWERS,24,2011-03-22 12:15:00,0.42,17613,United Kingdom,10.08
568715,84247K,"FOLK ART GREETING CARD,pack/12",1,2011-09-28 16:07:00,2.95,17783,United Kingdom,2.95
537137,22667,RECIPE BOX RETROSPOT ,3,2010-12-05 12:43:00,2.95,16327,United Kingdom,8.850000000000001
564065,23547,WRAP FLOWER SHOP  ,25,2011-08-22 15:05:00,0.42,15150,United Kingdom,10.5
556685,23288,GREEN VINTAGE SPOT BEAKER,8,2011-06-14 10:00:00,0.85,14503,United Kingdom,6.8
555691,20725,LUNCH BAG RED RETROSPOT,10,2011-06-06 14:31:00,1.65,12843,United Kingdom,16.5
573381,84944,SET OF 6 KASHMIR FOLKART BAUBLES,2,2011-10-30 14:05:00,1.65,17590,United Kingdom,3.3
558751,22055,MINI CAKE STAND  HANGING STRAWBERY,6,2011-07-03 11:26:00,1.65,16009,United Kingdom,9.899999999999999
546670,21456,2 PICTURE BOOK EGGS EASTER CHICKS,3,2011-03-15 15:37:00,1.25,13451,United Kingdom,3.75
548309,22333,RETROSPOT PARTY BAG + STICKER SET,1,2011-03-30 12:02:00,1.65,16657,United Kingdom,1.65
556195,23236,DOILEY STORAGE TIN,6,2011-06-09 12:21:00,2.89,16745,United Kingdom,17.34
552965,15036,ASSORTED COLOURS SILK FAN,12,2011-05-12 13:10:00,0.83,13477,United Kingdom,9.959999999999999
561060,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-07-24 13:30:00,1.25,17703,United Kingdom,15.0
543547,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-02-09 16:57:00,4.95,17358,United Kingdom,14.850000000000001
561465,21877,HOME SWEET HOME MUG,2,2011-07-27 12:45:00,1.25,16447,United Kingdom,2.5
536874,22632,HAND WARMER RED RETROSPOT,1,2010-12-03 11:35:00,2.1,16891,United Kingdom,2.1
550957,21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,2,2011-04-21 16:37:00,2.95,18283,United Kingdom,5.9
577106,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,2011-11-17 17:18:00,0.42,14456,United Kingdom,0.84
548745,22728,ALARM CLOCK BAKELIKE PINK,8,2011-04-04 12:10:00,3.75,12471,Germany,30.0
540997,51014A,"FEATHER PEN,HOT PINK",12,2011-01-13 09:55:00,0.85,17368,United Kingdom,10.2
550479,22493,PAINT YOUR OWN CANVAS SET,12,2011-04-18 14:01:00,1.65,15625,United Kingdom,19.799999999999997
547906,20975,12 PENCILS SMALL TUBE RED RETROSPOT,2,2011-03-28 12:13:00,0.65,14410,United Kingdom,1.3
558467,22690,DOORMAT HOME SWEET HOME BLUE ,1,2011-06-29 15:22:00,7.95,17757,United Kingdom,7.95
572203,23202,JUMBO BAG VINTAGE LEAF,10,2011-10-21 12:05:00,2.08,17068,United Kingdom,20.8
547273,21620,SET OF 4 ROSE BOTANICAL CANDLES,6,2011-03-22 11:05:00,3.75,14530,United Kingdom,22.5
576905,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-11-17 09:31:00,2.95,13308,United Kingdom,17.700000000000003
576053,21791,VINTAGE HEADS AND TAILS CARD GAME ,2,2011-11-13 14:53:00,1.25,16726,United Kingdom,2.5
543107,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2011-02-03 12:27:00,0.85,13800,United Kingdom,10.2
565197,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-09-01 16:16:00,4.95,13376,United Kingdom,14.850000000000001
544406,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,1,2011-02-18 13:26:00,2.1,16726,United Kingdom,2.1
580027,21914,BLUE HARMONICA IN BOX ,4,2011-12-01 12:01:00,1.25,14178,United Kingdom,5.0
575680,20838,FRENCH LATTICE CUSHION COVER ,12,2011-11-10 15:23:00,0.85,13148,United Kingdom,10.2
537818,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,2010-12-08 13:53:00,0.85,12766,Portugal,10.2
539446,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,24,2010-12-17 15:58:00,0.85,12705,Germany,20.4
573375,23084,RABBIT NIGHT LIGHT,96,2011-10-30 13:42:00,1.79,15521,United Kingdom,171.84
568328,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-09-26 14:06:00,0.95,18016,United Kingdom,1.9
579162,22988,SOLDIERS EGG CUP ,4,2011-11-28 13:58:00,1.25,16393,United Kingdom,5.0
580431,22156,HEART DECORATION WITH PEARLS ,12,2011-12-04 12:13:00,0.85,13822,United Kingdom,10.2
576213,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,12,2011-11-14 12:47:00,0.39,18117,United Kingdom,4.68
574536,21914,BLUE HARMONICA IN BOX ,6,2011-11-04 14:35:00,1.25,15707,United Kingdom,7.5
569026,23236,STORAGE TIN VINTAGE DOILY ,6,2011-09-30 10:18:00,2.89,16101,United Kingdom,17.34
546437,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2011-03-14 09:46:00,0.42,16807,United Kingdom,10.08
578923,23182,TOILET SIGN OCCUPIED OR VACANT,3,2011-11-27 12:01:00,0.83,14527,United Kingdom,2.4899999999999998
575637,23426,METAL SIGN DROP YOUR PANTS,1,2011-11-10 13:46:00,2.89,16904,United Kingdom,2.89
559638,22748,POPPY'S PLAYHOUSE KITCHEN,20,2011-07-11 12:17:00,2.1,17381,United Kingdom,42.0
574673,21818,GLITTER HEART DECORATION,10,2011-11-06 12:26:00,0.39,15555,United Kingdom,3.9000000000000004
547076,22840,ROUND CAKE TIN VINTAGE RED,12,2011-03-20 14:37:00,6.95,15140,United Kingdom,83.4
548698,85066,CREAM SWEETHEART MINI CHEST,1,2011-04-03 10:55:00,12.75,18109,United Kingdom,12.75
574898,20974,12 PENCILS SMALL TUBE SKULL,12,2011-11-07 15:07:00,0.65,16242,United Kingdom,7.800000000000001
542870,20713,JUMBO BAG OWLS,10,2011-02-01 12:29:00,1.95,15203,United Kingdom,19.5
562034,22625,RED KITCHEN SCALES,2,2011-08-02 09:14:00,8.5,12449,Belgium,17.0
569890,21169,YOU'RE CONFUSING ME METAL SIGN ,12,2011-10-06 15:46:00,1.69,14738,United Kingdom,20.28
541244,21175,GIN + TONIC DIET METAL SIGN,1,2011-01-16 12:35:00,2.1,15535,United Kingdom,2.1
546017,21506,"FANCY FONT BIRTHDAY CARD, ",12,2011-03-08 17:23:00,0.42,14507,United Kingdom,5.04
544339,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-02-18 09:04:00,1.25,15228,United Kingdom,15.0
559024,22582,PACK OF 6 SWEETIE GIFT BOXES,6,2011-07-05 13:38:00,2.55,16616,United Kingdom,15.299999999999999
555508,21506,"FANCY FONT BIRTHDAY CARD, ",12,2011-06-03 16:45:00,0.42,16880,United Kingdom,5.04
574319,82494L,WOODEN FRAME ANTIQUE WHITE ,48,2011-11-03 19:15:00,2.55,15482,United Kingdom,122.39999999999999
552053,21539,RED RETROSPOT BUTTER DISH,3,2011-05-06 10:16:00,4.95,16153,United Kingdom,14.850000000000001
560364,22847,BREAD BIN DINER STYLE IVORY,2,2011-07-18 12:15:00,16.95,16705,United Kingdom,33.9
580634,22547,MINI JIGSAW DINOSAUR ,24,2011-12-05 12:29:00,0.42,14060,United Kingdom,10.08
546182,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-03-10 10:53:00,2.95,14334,United Kingdom,17.700000000000003
575931,23545,WRAP RED VINTAGE DOILY,25,2011-11-13 10:35:00,0.42,16560,United Kingdom,10.5
552655,23172,REGENCY TEA PLATE PINK,2,2011-05-10 14:22:00,1.65,14587,United Kingdom,3.3
575944,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,24,2011-11-13 11:46:00,0.85,16571,United Kingdom,20.4
559824,17003,BROCADE RING PURSE ,36,2011-07-12 17:23:00,0.29,17576,United Kingdom,10.44
558637,22714,CARD BIRTHDAY COWBOY,12,2011-06-30 20:08:00,0.42,17891,United Kingdom,5.04
556056,20725,LUNCH BAG RED RETROSPOT,1,2011-06-08 13:35:00,1.65,17841,United Kingdom,1.65
571178,22562,MONSTERS STENCIL CRAFT,24,2011-10-14 10:38:00,1.25,14089,United Kingdom,30.0
554815,47566B,TEA TIME PARTY BUNTING,50,2011-05-26 13:46:00,4.15,13798,United Kingdom,207.50000000000003
580136,22419,LIPSTICK PEN RED,1,2011-12-01 19:42:00,0.42,17841,United Kingdom,0.42
538558,21390,FILIGRIS HEART WITH BUTTERFLY,2,2010-12-13 10:58:00,1.25,13069,United Kingdom,2.5
574700,23087,ZINC  HEART T-LIGHT HOLDER,4,2011-11-06 13:53:00,1.25,16033,United Kingdom,5.0
569932,23012,GLASS APOTHECARY BOTTLE PERFUME,4,2011-10-06 17:51:00,3.95,18221,United Kingdom,15.8
549619,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,32,2011-04-11 11:40:00,2.55,13798,United Kingdom,81.6
554124,22794,SWEETHEART WIRE MAGAZINE RACK,2,2011-05-23 08:31:00,7.95,13339,United Kingdom,15.9
547206,21754,HOME BUILDING BLOCK WORD,1,2011-03-21 14:18:00,5.95,16791,United Kingdom,5.95
546105,22907,PACK OF 20 NAPKINS PANTRY DESIGN,3,2011-03-09 12:21:00,0.85,14662,United Kingdom,2.55
566870,23025,DRAWER KNOB VINTAGE GLASS BALL,12,2011-09-15 13:21:00,2.08,13658,United Kingdom,24.96
564739,23196,VINTAGE LEAF MAGNETIC NOTEPAD,6,2011-08-28 14:28:00,1.45,16931,United Kingdom,8.7
576274,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,2011-11-14 14:24:00,3.75,17793,United Kingdom,3.75
536674,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2010-12-02 12:16:00,1.95,15923,United Kingdom,3.9
576661,23582,VINTAGE DOILY JUMBO BAG RED ,2,2011-11-16 11:17:00,2.08,17377,United Kingdom,4.16
565129,21174,POTTERING IN THE SHED METAL SIGN,3,2011-09-01 12:41:00,2.08,15719,United Kingdom,6.24
578702,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-11-25 10:58:00,2.08,15382,United Kingdom,20.8
571653,22466,FAIRY TALE COTTAGE NIGHT LIGHT,12,2011-10-18 12:17:00,1.65,14298,United Kingdom,19.799999999999997
570420,79321,CHILLI LIGHTS,3,2011-10-10 13:33:00,5.75,17841,United Kingdom,17.25
544692,22548,HEADS AND TAILS SPORTING FUN,12,2011-02-23 09:14:00,1.25,17499,United Kingdom,15.0
563834,21158,MOODY GIRL DOOR HANGER ,48,2011-08-19 12:50:00,0.39,14401,United Kingdom,18.72
545647,22132,RED LOVE HEART SHAPE CUP,24,2011-03-04 12:46:00,0.85,12547,Spain,20.4
542235,82578,KITCHEN METAL SIGN,12,2011-01-26 13:56:00,0.55,15661,United Kingdom,6.6000000000000005
565152,22386,JUMBO BAG PINK POLKADOT,3,2011-09-01 14:42:00,2.08,17799,United Kingdom,6.24
553140,22325,MOBILE VINTAGE HEARTS ,1,2011-05-13 12:53:00,4.95,15373,United Kingdom,4.95
554134,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-05-23 09:48:00,0.85,12583,France,8.5
545416,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,8,2011-03-02 13:35:00,12.75,17770,United Kingdom,102.0
561043,21916,SET 12 RETRO WHITE CHALK STICKS,12,2011-07-24 12:20:00,0.42,15708,United Kingdom,5.04
575740,22594,CHRISTMAS GINGHAM TREE,12,2011-11-11 09:25:00,0.85,18130,United Kingdom,10.2
538917,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,4,2010-12-15 10:57:00,1.65,17449,United Kingdom,6.6
579938,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-12-01 10:18:00,2.1,14146,United Kingdom,25.200000000000003
560244,23206,LUNCH BAG APPLE DESIGN,3,2011-07-17 12:14:00,1.65,16931,United Kingdom,4.949999999999999
541012,22327,ROUND SNACK BOXES SET OF 4 SKULLS,2,2011-01-13 11:48:00,2.95,17019,United Kingdom,5.9
565519,23245,SET OF 3 REGENCY CAKE TINS,4,2011-09-05 11:52:00,4.95,12502,Spain,19.8
555553,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-06-05 13:45:00,4.95,12662,Germany,14.850000000000001
564023,22219,LOVEBIRD HANGING DECORATION WHITE ,12,2011-08-22 12:16:00,0.85,17562,United Kingdom,10.2
579175,23300,GARDENERS KNEELING PAD CUP OF TEA ,2,2011-11-28 14:39:00,1.65,14562,United Kingdom,3.3
565598,23236,DOILEY STORAGE TIN,6,2011-09-05 14:30:00,2.89,14842,United Kingdom,17.34
558778,20723,STRAWBERRY CHARLOTTE BAG,10,2011-07-04 10:27:00,0.85,17160,United Kingdom,8.5
558861,23252,VINTAGE RED ENAMEL TRIM JUG ,4,2011-07-04 12:19:00,3.75,13373,United Kingdom,15.0
568321,23380,PACK OF 12 VINTAGE DOILY TISSUES,24,2011-09-26 13:36:00,0.39,13639,United Kingdom,9.36
557950,23245,SET OF 3 REGENCY CAKE TINS,1,2011-06-23 17:35:00,4.95,17848,United Kingdom,4.95
539988,22789,T-LIGHT HOLDER SWEETHEART HANGING,4,2010-12-23 16:06:00,1.95,18116,United Kingdom,7.8
557442,21468,BUTTERFLY CROCHET FOOD COVER,1,2011-06-20 12:53:00,3.75,14808,United Kingdom,3.75
554976,23154,SET OF 4 JAM JAR MAGNETS,1,2011-05-29 10:57:00,2.08,15046,United Kingdom,2.08
537209,21894,POTTING SHED SEED ENVELOPES,1,2010-12-05 15:12:00,1.25,14606,United Kingdom,1.25
571240,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-10-14 14:55:00,2.08,12562,France,20.8
561873,20972,PINK CREAM FELT CRAFT TRINKET BOX ,144,2011-07-31 11:48:00,1.06,13316,United Kingdom,152.64000000000001
549754,22023,EMPIRE BIRTHDAY CARD,12,2011-04-12 11:32:00,0.42,13700,United Kingdom,5.04
555109,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,2,2011-05-31 14:19:00,4.25,16023,United Kingdom,8.5
578126,16045,POPART WOODEN PENCILS ASST,100,2011-11-23 10:32:00,0.04,16900,United Kingdom,4.0
573038,21181,PLEASE ONE PERSON METAL SIGN,1,2011-10-27 13:48:00,2.1,17545,United Kingdom,2.1
